Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
147.32.84.165-122.224.6.164-1045-82-6,147.32.84.165,1045,122.224.6.164,82,6,10/08/2011 04:06:47 PM,4046777,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2239920806113114,505847.125,966299.0215641529,2644683.0,8.0,4046768.0,578109.7142857143,1020107.119551294,2644683.0,8.0,0,0,0,0,0,0,0,0,0,160,20,1.9768818494322768,0.2471102311790346,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,1,0,-1,45260,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-147.32.84.171-1046-139-6,147.32.84.165,1046,147.32.84.171,139,6,10/08/2011 04:06:51 PM,17474,18,11,2050.0,916.0,276.0,0.0,113.8888888888889,89.74662955420592,304.0,0.0,83.27272727272727,101.49393174874142,169737.89630307886,1659.608561291061,624.0714285714284,1478.8665812301545,7781.0,7.0,17466.0,1027.4117647058822,2002.2885986672702,8217.0,7.0,16981.0,1698.1,2366.409490721709,8148.0,85.0,0,0,0,0,368,236,1030.1018656289343,629.5066956621266,0.0,304.0,98.86666666666666,94.03731223271974,8843.016091954023,0,1,0,0,0,0,0,0,0.0,102.27586206896552,113.88888888888889,83.27272727272727,0,0,0,0,0,0,18,2050,11,916,-1,8576,16,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-147.32.84.171-1046-139-6,147.32.84.165,1046,147.32.84.171,139,6,10/08/2011 04:06:51 PM,1250,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1600.0,1250.0,0.0,1250.0,1250.0,0,0,0,0,0,1250.0,1250.0,0.0,1250.0,1250.0,0,0,0,0,0,40,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,8576,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-60.190.223.75-1047-888-6,147.32.84.165,1047,60.190.223.75,888,6,10/08/2011 04:06:51 PM,658418,5,5,954.0,193.0,477.0,0.0,190.8,261.2636599299642,191.0,0.0,38.6,85.19859153765395,1742.054439580935,15.18792013584076,73157.55555555556,144974.31937425255,335729.0,6.0,322428.0,80607.0,161011.38743786624,322124.0,7.0,658418.0,164604.5,190014.72871596034,336296.0,6.0,0,0,0,0,108,116,7.59396006792038,7.59396006792038,0.0,477.0,104.27272727272728,192.85802597200404,37194.218181818185,0,1,0,0,0,0,0,0,1.0,114.7,190.8,38.6,0,0,0,0,0,0,5,954,5,193,-1,65058,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-60.190.223.75-1047-888-6,147.32.84.165,1047,60.190.223.75,888,6,10/08/2011 04:06:52 PM,946,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5285.412262156448,236.5,350.7301906974458,748.0,6.0,936.0,312.0,387.7060742366568,748.0,6.0,0,0,0,0,0,0,0,0,0,80,20,4228.329809725158,1057.0824524312895,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,64047,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-195.88.191.59-1042-80-6,147.32.84.165,1042,195.88.191.59,80,6,10/08/2011 04:06:40 PM,12994117,55,33,340.0,37709.0,85.0,0.0,6.181818181818182,22.276952804695398,3072.0,0.0,1142.6969696969695,616.1883075026905,2928.17126396507,6.772295493414443,149357.66666666672,715012.2932501436,5997465.0,2.0,1.2994088E7,240631.25925925918,898645.923244211,5997465.0,2.0,1.2994117E7,406066.15625,1287220.5238429522,6572533.0,178.0,0,0,0,0,1124,672,4.232684683384027,2.539610810030416,0.0,3072.0,427.5168539325843,665.7385528384581,443207.8207354444,0,1,0,0,0,0,0,0,0.0,432.375,6.181818181818182,1142.6969696969697,0,0,0,0,0,0,55,340,33,37709,-1,4096,4,0,3520179.0,0.0,3520179.0,3520179.0,5997465.0,0.0,5997465.0,5997465.0,No Label
147.32.84.165-195.88.191.59-1042-80-6,147.32.84.165,1042,195.88.191.59,80,6,10/08/2011 04:06:53 PM,368,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152.173913043478,184.0,250.31580054003783,361.0,7.0,361.0,361.0,0.0,361.0,361.0,0,0,0,0,0,0,0,0,0,40,20,5434.782608695652,2717.391304347826,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,63639,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-60.190.223.75-1049-888-6,147.32.84.165,1049,60.190.223.75,888,6,10/08/2011 04:06:52 PM,696635,5,5,970.0,193.0,485.0,0.0,194.0,265.64544039000555,191.0,0.0,38.6,85.19859153765395,1669.4538746976536,14.3547194728947,77403.88888888889,153706.7842292952,363892.0,3.0,332726.0,83181.5,166257.6797654773,332568.0,6.0,696635.0,174158.75,201512.1052664496,364186.0,3.0,0,0,0,0,108,116,7.17735973644735,7.17735973644735,0.0,485.0,105.72727272727272,195.95259166905186,38397.418181818175,0,1,0,0,0,0,0,0,1.0,116.3,194.0,38.6,0,0,0,0,0,0,5,970,5,193,-1,65050,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-60.190.223.75-1049-888-6,147.32.84.165,1049,60.190.223.75,888,6,10/08/2011 04:06:53 PM,508,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9842.51968503937,127.0,230.9588707973781,473.0,2.0,503.0,167.66666666666666,264.7457900200366,473.0,2.0,0,0,0,0,0,0,0,0,0,80,20,7874.0157480314965,1968.5039370078741,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,64047,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-94.63.150.20-1051-80-6,147.32.84.165,1051,94.63.150.20,80,6,10/08/2011 04:06:54 PM,429829,11,8,602.0,8930.0,301.0,0.0,54.727272727272734,121.76049516086151,2700.0,0.0,1116.25,1037.9779449900245,22176.26079208243,44.20362516256465,23879.388888888898,43262.49768582877,102497.0,6.0,327324.0,32732.399999999998,52882.21366227233,121830.0,6.0,429829.0,61404.142857142855,51475.54650002456,102780.0,176.0,0,0,0,0,228,176,25.591572462537428,18.61205270002722,0.0,2700.0,476.6,831.8701442184985,692007.9368421054,0,1,0,0,0,0,0,0,0.0,501.6842105263158,54.72727272727273,1116.25,0,0,0,0,0,0,11,602,8,8930,-1,6432,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-94.63.150.20-1051-80-6,147.32.84.165,1051,94.63.150.20,80,6,10/08/2011 04:06:54 PM,298305,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.761368398116023,74576.25,149102.50205451506,298230.0,7.0,298297.0,99432.33333333333,172163.83158588604,298230.0,7.0,0,0,0,0,0,0,0,0,0,80,20,13.409094718492819,3.3522736796232047,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,63270,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-60.190.223.75-1053-888-6,147.32.84.165,1053,60.190.223.75,888,6,10/08/2011 04:06:56 PM,661904,5,5,962.0,193.0,481.0,0.0,192.4,263.45455015998493,191.0,0.0,38.6,85.19859153765395,1744.9660373709783,15.107931059488989,73544.88888888889,145744.79293138094,333942.0,5.0,327940.0,81985.0,163766.71853788444,327635.0,9.0,661904.0,165476.0,191089.1066753937,334629.0,5.0,0,0,0,0,108,116,7.553965529744494,7.553965529744494,0.0,481.0,105.0,194.4047324526849,37793.2,0,1,0,0,0,0,0,0,1.0,115.5,192.4,38.6,0,0,0,0,0,0,5,962,5,193,-1,65054,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-60.190.223.75-1053-888-6,147.32.84.165,1053,60.190.223.75,888,6,10/08/2011 04:06:57 PM,1532,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3263.7075718015667,383.0,703.9805868535486,1438.0,9.0,1521.0,507.0,806.9244078598689,1438.0,9.0,0,0,0,0,0,0,0,0,0,80,20,2610.9660574412533,652.7415143603133,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,64047,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-94.63.149.152-1054-80-6,147.32.84.165,1054,94.63.149.152,80,6,10/08/2011 04:06:57 PM,215205,43,20,178.0,44804.0,89.0,0.0,4.139534883720931,18.964354276163725,8760.0,0.0,2240.2,2190.1561492036903,209019.3071722311,292.74412769220044,3471.048387096773,10403.287348398968,35752.0,1.0,181679.0,4325.690476190477,11654.337305218583,36566.0,1.0,215205.0,11326.578947368424,16727.846734365456,36086.0,12.0,0,0,0,0,868,416,199.80948398039078,92.93464371180967,0.0,8760.0,702.8437500000001,1593.186586375851,2538243.499007937,0,1,0,0,0,0,0,0,0.0,714.0,4.1395348837209305,2240.2,0,0,0,0,0,0,43,178,20,44804,-1,5840,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-94.63.149.152-1054-80-6,147.32.84.165,1054,94.63.149.152,80,6,10/08/2011 04:06:57 PM,214,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23364.48598130841,53.5,83.7715146494718,178.0,3.0,209.0,69.66666666666666,94.64847243000456,178.0,3.0,0,0,0,0,0,0,0,0,0,80,20,18691.58878504673,4672.897196261682,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-60.190.223.75-1055-888-6,147.32.84.165,1055,60.190.223.75,888,6,10/08/2011 04:06:58 PM,650803,5,5,970.0,193.0,485.0,0.0,194.0,265.64544039000555,191.0,0.0,38.6,85.19859153765395,1787.0231083753454,15.365632918102712,72311.44444444444,143356.10078848328,328993.0,4.0,321793.0,80448.25,160761.18957919124,321590.0,4.0,650803.0,162700.75,187894.01515459895,329489.0,4.0,0,0,0,0,108,116,7.682816459051356,7.682816459051356,0.0,485.0,105.72727272727272,195.95259166905186,38397.418181818175,0,1,0,0,0,0,0,0,1.0,116.3,194.0,38.6,0,0,0,0,0,0,5,970,5,193,-1,65050,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-60.190.223.75-1055-888-6,147.32.84.165,1055,60.190.223.75,888,6,10/08/2011 04:06:58 PM,751,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6657.789613848202,187.75,330.81754790216314,683.0,8.0,743.0,247.66666666666666,377.65107352334286,683.0,8.0,0,0,0,0,0,0,0,0,0,80,20,5326.231691078561,1331.5579227696403,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,64047,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-195.88.191.59-1052-80-6,147.32.84.165,1052,195.88.191.59,80,6,10/08/2011 04:06:55 PM,6479792,31,21,368.0,29879.0,184.0,0.0,11.870967741935486,45.95051101310617,2744.0,0.0,1422.809523809524,786.7203835574377,4667.896747303,8.02494894897861,127054.74509803922,320874.7275029209,1848776.0,5.0,6045975.0,201532.5,397035.2032648603,1849056.0,6.0,6479792.0,323989.6,458705.48515720334,1849025.0,43.0,0,0,0,0,628,436,4.784104181121863,3.2408447678567462,0.0,2744.0,570.6981132075472,851.4299190842167,724932.9071117559,0,1,0,0,0,0,0,0,0.0,581.6730769230769,11.870967741935484,1422.8095238095239,0,0,0,0,0,0,31,368,21,29879,-1,6432,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-195.88.191.59-1052-80-6,147.32.84.165,1052,195.88.191.59,80,6,10/08/2011 04:07:01 PM,96752,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.007110964114435,48376.0,68397.02473061236,96740.0,12.0,96740.0,96740.0,0.0,96740.0,96740.0,0,0,0,0,0,0,0,0,0,40,20,20.671407309409624,10.335703654704812,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64484,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-94.63.150.20-1058-80-6,147.32.84.165,1058,94.63.150.20,80,6,10/08/2011 04:07:02 PM,208358,5,5,934.0,246.0,467.0,0.0,186.8,255.78643435491256,246.0,0.0,49.2,110.01454449298966,5663.3294617917245,47.994317472811225,23150.888888888887,45035.78432881025,104585.0,7.0,101113.0,25278.25,50350.671775558265,100804.0,10.0,208358.0,52089.50000000001,58657.816384519465,105178.0,7.0,0,0,0,0,108,116,23.997158736405613,23.997158736405613,0.0,467.0,107.27272727272728,192.38299868184347,37011.218181818185,0,1,0,0,0,0,0,0,1.0,118.0,186.8,49.2,0,0,0,0,0,0,5,934,5,246,-1,6432,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-94.63.150.20-1058-80-6,147.32.84.165,1058,94.63.150.20,80,6,10/08/2011 04:07:02 PM,632,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4746.835443037975,316.0,434.16356364854016,623.0,9.0,623.0,623.0,0.0,623.0,623.0,0,0,0,0,0,0,0,0,0,40,20,3164.556962025317,1582.2784810126584,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64374,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-94.63.150.20-1059-80-6,147.32.84.165,1059,94.63.150.20,80,6,10/08/2011 04:07:12 PM,203656,5,5,942.0,246.0,471.0,0.0,188.4,257.9773245849332,246.0,0.0,49.2,110.01454449298966,5833.366068271988,49.10240798208744,22628.444444444445,42643.85804283869,97758.0,4.0,98188.0,24547.0,48970.7288557835,98003.0,4.0,203656.0,50914.0,54384.20179304525,98098.0,5.0,0,0,0,0,108,116,24.55120399104372,24.55120399104372,0.0,471.0,108.0,193.87985970698452,37589.4,0,1,0,0,0,0,0,0,1.0,118.8,188.4,49.2,0,0,0,0,0,0,5,942,5,246,-1,6432,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-94.63.150.20-1059-80-6,147.32.84.165,1059,94.63.150.20,80,6,10/08/2011 04:07:13 PM,611,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4909.983633387888,305.5,423.556961930742,605.0,6.0,605.0,605.0,0.0,605.0,605.0,0,0,0,0,0,0,0,0,0,40,20,3273.3224222585923,1636.6612111292961,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64374,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-174.133.57.141-1048-80-6,147.32.84.165,1048,174.133.57.141,80,6,10/08/2011 04:06:52 PM,29864164,6,3,716.0,0.0,358.0,0.0,119.33333333333333,184.87040505896735,0.0,0.0,0.0,0.0,23.975223280986537,0.3013645384481548,3733020.5,1.038606985373974E7,2.9436018E7,5.0,2.9864159E7,5972831.8,1.3267036704041965E7,2.9705312E7,8.0,428146.0,214073.0,79174.74628945773,270058.0,158088.0,0,0,0,0,128,76,0.20090969229876987,0.10045484614938494,0.0,358.0,71.6,150.94605364537065,22784.71111111111,0,1,0,0,0,0,0,0,0.0,79.55555555555556,119.33333333333333,0.0,0,0,0,0,0,0,6,716,3,0,-1,65177,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-174.123.157.154-1112-80-6,147.32.84.165,1112,174.123.157.154,80,6,10/08/2011 04:07:44 PM,295018,5,4,716.0,263.0,358.0,0.0,143.2,196.08467558684947,263.0,0.0,65.75,131.5,3318.441586615054,30.506613155807443,36877.25,68106.62531176495,147973.0,3.0,147033.0,36758.25,73339.92916265555,146768.0,4.0,295018.0,98339.33333333334,85162.8379185037,148538.0,9.0,0,0,0,0,108,96,16.948118419893024,13.558494735914419,0.0,358.0,97.89999999999999,159.7403796442493,25516.98888888889,0,1,0,0,0,0,0,0,0.0,108.77777777777777,143.2,65.75,0,0,0,0,0,0,5,716,4,263,-1,65177,2,0,0,0,0,0,0,0,0,0,No Label
